1,4927.320504,2623.212170
2,7087.135008,2988.580737
3,7898.047863,2137.237464
4,9228.553789,4173.927884
5,226.850691,1037.060889
6,8375.957555,4445.719576
7,8275.412649,4570.589374
8,6983.101417,4478.513183
9,9443.073300,9639.359808
10,8659.689437,3175.161256
11,3788.228916,7719.390427
12,9411.602023,696.395960
13,2763.295309,1488.063799
14,8457.671520,7826.042005
15,1922.673235,3011.563141
16,4167.209488,7309.567726
17,1452.662640,3464.494391
18,6658.833622,4455.187931
19,7411.648404,7139.726650
20,6905.103354,3551.966797
21,6822.261866,1221.176403
22,2836.406329,277.277500
23,8568.834929,6168.155407
24,7543.928359,391.223235
25,3674.006609,7965.871473
26,2060.051743,1955.250308
27,539.920217,2849.179337
28,4955.322142,3251.433968
29,5716.501905,6527.611928
30,8990.076788,6050.880991
31,6493.111177,9130.150717
32,297.005746,144.870663
33,3184.930574,7982.753067
34,5791.805362,2165.516735
35,4523.066805,8263.286899
36,771.110953,8510.681396
37,8771.926142,9556.271037
38,2172.825472,7362.208443
39,6193.998065,1885.878059
40,4588.831710,3585.142583
41,4413.294326,3298.839489
42,2469.099918,6896.619877
43,968.771287,621.217350
44,9223.697381,2551.486883
45,1588.245893,2235.025356
46,2766.162893,9683.937694
47,7887.731059,8740.908200
48,8232.514525,3574.627260
49,7680.460685,5112.930930
50,2208.837717,2626.105508
51,5715.981058,7773.648924
52,1343.359362,6385.896052
53,7147.545616,8319.768562
54,67.916341,9800.645877
55,9421.756653,1366.962859
56,3093.864607,7421.750215
57,6922.557361,6904.366885
58,1174.039747,602.730474
59,8511.679499,5547.233051
60,1597.590332,9288.506815
61,1814.532599,5473.691634
62,5574.592390,1430.595908
63,2585.229643,8708.413744
64,2092.797998,2327.055428
65,9530.975149,7020.528396
66,3520.056238,496.188144
67,7836.834417,3312.541333
68,2758.290683,7374.414374
69,1341.185532,9849.943534
70,7975.770709,8438.111083
71,9070.466757,7178.588494
72,62.722957,2514.631134
73,2147.470529,1217.481143
74,729.569767,321.066033
75,4530.117633,6767.759006
76,5182.416338,61.793199
77,6887.988955,5907.358995
78,4294.836434,2357.147216
79,5288.764974,7481.114278
80,4664.369224,3156.854296
81,6100.055085,2970.418918
82,2649.350673,6401.362166
83,7089.131180,6538.546715
84,2772.933359,3476.356519
85,6027.613922,5439.581340
86,2277.189582,1427.399082
87,8855.576699,5485.285511
88,434.881235,7441.323421
89,5892.729508,8414.534850
90,2820.827540,8441.864303
91,2151.541760,9643.265056
92,4295.891924,96.966228
93,8046.987862,5396.794937
94,3158.911204,670.904197
95,4318.947189,7590.607605
96,4937.111708,7185.571998
97,7435.569912,9192.504115
98,8280.953548,7697.386824
99,9593.347545,5323.888871
100,7814.361222,5601.763701
