165.752586,68.182012
159.045839,71.190985
153.031251,55.761589
181.279183,76.984619
156.417585,47.428968
156.761834,65.009613
158.630787,57.532579
162.654347,78.569750
148.321635,53.390301
145.163579,46.694082
156.261330,74.703055
175.144963,62.589190
165.646382,53.345439
170.952940,65.507370
147.813807,74.010895
149.818262,60.277718
174.590747,48.661611
168.982665,66.189917
178.525193,70.290536
177.850124,54.471267
152.274392,68.906217
182.410810,46.058535
158.376873,70.277718
183.170110,68.894467
180.652944,65.343944
167.855922,76.465499
148.513291,55.798975
180.126804,51.800897
165.407117,53.809015
145.557878,48.640248
152.641835,76.324503
156.138035,79.011963
179.868007,51.954711
174.530931,53.907285
173.437147,65.902585
179.351634,71.312754
153.910184,55.869472
152.713858,68.269601
173.951079,49.471267
171.293527,76.229438
147.862636,56.073489
162.141636,61.378979
184.018525,73.543046
184.537339,64.186071
171.419263,57.891476
159.084902,74.871822
151.660360,71.255074
145.345470,79.026917
147.531816,71.200598
169.217048,60.089724
179.496902,46.811579
181.340220,77.920316
181.332896,69.544969
147.764977,70.162358
146.143834,54.289682
174.145177,55.636616
174.029206,58.640248
184.672842,71.476180
152.628407,75.820338
177.055422,68.205512
181.817530,79.239479
174.745781,74.516129
153.788110,79.150822
177.684103,50.929289
159.779504,74.378338
152.816401,59.073916
174.683523,79.575945
165.620746,60.801111
170.802789,75.999786
173.901028,78.847468
151.997284,66.247597
145.092776,68.273873
179.472488,45.947447
178.348186,55.394147
160.448469,72.858364
172.614368,68.412732
150.985290,71.341594
162.001251,66.482589
184.190649,77.699210
179.647053,56.423841
175.059511,74.315317
171.354564,78.797266
153.224128,48.093356
180.253761,77.559282
174.830012,51.145054
163.706626,70.034181
164.801630,59.206366
183.757286,71.388592
160.763421,70.745567
172.317728,50.364238
169.831080,67.229225
172.395856,70.457167
149.560686,67.532579
176.567125,53.276009
164.282815,71.933348
183.979461,53.306986
148.067721,58.680837
157.107303,60.782952
